#54044870BCSV 	// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1553.500000
"SPAN",  13.000000
"START WL",1547.000000
"STOP WL",1560.000000
"WLFREQ", 0
"REFL", +3.0
"LSCL",10.0
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      0
"SMPL",       2000
"SMPLINTVL",0.0065
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",1
"MEASWL",0
"SWPSPD",1
"RESPARM", 9435
"FREQPARM", 9435


"[TRACE DATA]"
1547.0000, -79.462
1547.0065, -76.795
1547.0130, -76.449
1547.0195, -78.512
1547.0260, -82.560
1547.0325, -76.939
1547.0390, -77.374
1547.0455, -76.587
1547.0520, -79.484
1547.0585, -77.667
1547.0650, -75.238
1547.0715, -79.355
1547.0780, -78.599
1547.0845, -77.195
1547.0910, -81.013
1547.0975, -75.816
1547.1041, -77.010
1547.1106, -76.484
1547.1171, -79.056
1547.1236, -76.878
1547.1301, -77.353
1547.1366, -79.805
1547.1431, -80.945
1547.1496, -76.786
1547.1561, -76.958
1547.1626, -78.685
1547.1691, -76.486
1547.1756, -76.605
1547.1821, -79.947
1547.1886, -77.741
1547.1951, -77.759
1547.2016, -78.188
1547.2081, -76.195
1547.2146, -79.200
1547.2211, -77.210
1547.2276, -78.856
1547.2341, -75.473
1547.2406, -76.432
1547.2471, -78.170
1547.2536, -78.119
1547.2601, -77.324
1547.2666, -74.841
1547.2731, -77.241
1547.2796, -77.014
1547.2861, -79.183
1547.2926, -77.581
1547.2991, -79.160
1547.3057, -74.211
1547.3122, -77.130
1547.3187, -79.325
1547.3252, -81.486
1547.3317, -77.281
1547.3382, -76.241
1547.3447, -76.275
1547.3512, -74.952
1547.3577, -80.952
1547.3642, -76.614
1547.3707, -76.441
1547.3772, -76.905
1547.3837, -77.592
1547.3902, -80.371
1547.3967, -77.337
1547.4032, -79.641
1547.4097, -76.444
1547.4162, -79.228
1547.4227, -78.672
1547.4292, -76.651
1547.4357, -76.612
1547.4422, -77.604
1547.4487, -80.516
1547.4552, -75.473
1547.4617, -80.418
1547.4682, -76.893
1547.4747, -77.098
1547.4812, -77.774
1547.4877, -78.474
1547.4942, -79.909
1547.5008, -77.965
1547.5073, -77.743
1547.5138, -75.710
1547.5203, -76.527
1547.5268, -78.469
1547.5333, -80.638
1547.5398, -76.423
1547.5463, -76.399
1547.5528, -77.109
1547.5593, -74.948
1547.5658, -80.222
1547.5723, -76.323
1547.5788, -79.202
1547.5853, -76.157
1547.5918, -78.119
1547.5983, -78.853
1547.6048, -77.450
1547.6113, -76.339
1547.6178, -77.314
1547.6243, -75.048
1547.6308, -77.069
1547.6373, -78.245
1547.6438, -74.615
1547.6503, -78.819
1547.6568, -76.585
1547.6633, -80.094
1547.6698, -77.276
1547.6763, -76.154
1547.6828, -75.201
1547.6893, -77.953
1547.6958, -76.401
1547.7024, -78.238
1547.7089, -78.051
1547.7154, -78.847
1547.7219, -77.858
1547.7284, -78.180
1547.7349, -79.444
1547.7414, -77.338
1547.7479, -76.026
1547.7544, -77.946
1547.7609, -75.632
1547.7674, -77.555
1547.7739, -76.828
1547.7804, -78.748
1547.7869, -82.957
1547.7934, -75.730
1547.7999, -85.685
1547.8064, -77.115
1547.8129, -78.273
1547.8194, -78.697
1547.8259, -76.602
1547.8324, -78.136
1547.8389, -79.115
1547.8454, -77.211
1547.8519, -74.602
1547.8584, -78.551
1547.8649, -77.130
1547.8714, -77.337
1547.8779, -77.295
1547.8844, -76.561
1547.8909, -76.899
1547.8974, -77.086
1547.9040, -76.729
1547.9105, -77.892
1547.9170, -76.455
1547.9235, -76.363
1547.9300, -76.634
1547.9365, -76.049
